 
# QPROP Version 1.22
# 
# T28 Trojan Prop                                                                 
# 
# CobraCM2217-26 Brushless DC Motor                                               
#   0.17900      Rmotor (Ohms)                  
#   0.36000      Io     (Amps)                  
#    6.9500      Kv     (rpm/Volt)              
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
   40.000  0.2350E+05  0.000   126.5       7.301      0.1797E+053382.311    5.6736   0.9363   0.2816   0.10665  0.2012E-01  0.7621E-02  26.5570   0.2636  0.1919E+05   5059.       0.3834  0.8861E-01
   42.000  0.2350E+05  0.000   119.0       7.183      0.1768E+053382.295    5.5877   0.9353   0.2826   0.11199  0.1892E-01  0.7498E-02  24.5254   0.2643  0.1890E+05   4996.       0.3612  0.8879E-01
   44.000  0.2350E+05  0.000   111.3       7.058      0.1737E+053382.279    5.4970   0.9342   0.2820   0.11732  0.1771E-01  0.7368E-02  22.5331   0.2634  0.1859E+05   4898.       0.3387  0.8899E-01

    2.000  0.2400E+05  0.000   259.2       9.429      0.2370E+053454.530    7.2223   0.9498   0.0219   0.00522  0.3953E-01  0.9436E-02  74.1783   0.0208  0.2495E+05   518.3       0.7590  0.9764E-01
    4.000  0.2400E+05  0.000   253.7       9.382      0.2358E+053454.524    7.1881   0.9496   0.0430   0.01044  0.3870E-01  0.9389E-02  71.4525   0.0409  0.2483E+05   1015.       0.7425  0.9729E-01
    6.000  0.2400E+05  0.000   248.2       9.332      0.2345E+053454.518    7.1521   0.9493   0.0635   0.01566  0.3785E-01  0.9340E-02  68.7599   0.0603  0.2471E+05   1489.       0.7257  0.9695E-01
    8.000  0.2400E+05  0.000   242.5       9.280      0.2332E+053454.511    7.1143   0.9490   0.0832   0.02089  0.3699E-01  0.9288E-02  66.1011   0.0790  0.2458E+05   1940.       0.7087  0.9663E-01
   10.000  0.2400E+05  0.000   236.8       9.226      0.2319E+053454.504    7.0746   0.9488   0.1021   0.02611  0.3612E-01  0.9233E-02  63.4769   0.0969  0.2444E+05   2368.       0.6915  0.9632E-01
   12.000  0.2400E+05  0.000   231.0       9.169      0.2304E+053454.496    7.0330   0.9485   0.1203   0.03133  0.3523E-01  0.9176E-02  60.8879   0.1141  0.2430E+05   2772.       0.6741  0.9603E-01
   14.000  0.2400E+05  0.000   225.1       9.109      0.2289E+053454.489    6.9894   0.9482   0.1376   0.03655  0.3433E-01  0.9116E-02  58.3348   0.1305  0.2414E+05   3151.       0.6564  0.9575E-01
   16.000  0.2400E+05  0.000   219.1       9.046      0.2274E+053454.480    6.9437   0.9478   0.1542   0.04177  0.3341E-01  0.9053E-02  55.8182   0.1461  0.2399E+05   3505.       0.6385  0.9549E-01
   18.000  0.2400E+05  0.000   213.0       8.980      0.2257E+053454.472    6.8958   0.9475   0.1698   0.04699  0.3248E-01  0.8987E-02  53.3387   0.1609  0.2382E+05   3833.       0.6204  0.9525E-01
   20.000  0.2400E+05  0.000   206.9       8.900      0.2237E+053454.461    6.8374   0.9470   0.1850   0.05222  0.3155E-01  0.8907E-02  50.9112   0.1752  0.2362E+05   4137.       0.6021  0.9445E-01
   22.000  0.2400E+05  0.000   200.4       8.826      0.2218E+053454.452    6.7832   0.9466   0.1988   0.05744  0.3057E-01  0.8832E-02  48.4903   0.1882  0.2343E+05   4410.       0.5831  0.9428E-01
   24.000  0.2400E+05  0.000   194.0       8.740      0.2197E+053454.441    6.7211   0.9461   0.2119   0.06266  0.2959E-01  0.8747E-02  46.1183   0.2005  0.2322E+05   4656.       0.5640  0.9370E-01
   26.000  0.2400E+05  0.000   187.3       8.657      0.2176E+053454.430    6.6604   0.9456   0.2238   0.06788  0.2856E-01  0.8664E-02  43.7594   0.2116  0.2301E+05   4869.       0.5443  0.9361E-01
   28.000  0.2400E+05  0.000   180.5       8.559      0.2151E+053454.417    6.5894   0.9450   0.2349   0.07310  0.2753E-01  0.8566E-02  41.4438   0.2220  0.2276E+05   5054.       0.5243  0.9306E-01
   30.000  0.2400E+05  0.000   173.4       8.465      0.2128E+053454.405    6.5210   0.9445   0.2446   0.07832  0.2645E-01  0.8472E-02  39.1449   0.2310  0.2253E+05   5203.       0.5038  0.9304E-01
   32.000  0.2400E+05  0.000   166.3       8.367      0.2103E+053454.392    6.4495   0.9439   0.2531   0.08355  0.2536E-01  0.8373E-02  36.8845   0.2389  0.2228E+05   5322.       0.4831  0.9305E-01
   34.000  0.2400E+05  0.000   159.0       8.264      0.2077E+053454.379    6.3745   0.9432   0.2603   0.08877  0.2426E-01  0.8270E-02  34.6626   0.2456  0.2202E+05   5407.       0.4621  0.9308E-01
   36.000  0.2400E+05  0.000   151.7       8.156      0.2050E+053454.364    6.2960   0.9425   0.2663   0.09399  0.2313E-01  0.8162E-02  32.4796   0.2510  0.2175E+05   5460.       0.4408  0.9313E-01
   38.000  0.2400E+05  0.000   144.2       8.043      0.2021E+053454.350    6.2139   0.9418   0.2710   0.09921  0.2199E-01  0.8050E-02  30.3354   0.2552  0.2147E+05   5478.       0.4193  0.9320E-01
   40.000  0.2400E+05  0.000   136.5       7.925      0.1992E+053454.334    6.1280   0.9410   0.2742   0.10443  0.2083E-01  0.7931E-02  28.2303   0.2580  0.2117E+05   5462.       0.3976  0.9330E-01
   42.000  0.2400E+05  0.000   128.8       7.802      0.1961E+053454.318    6.0382   0.9401   0.2759   0.10965  0.1965E-01  0.7808E-02  26.1640   0.2594  0.2086E+05   5410.       0.3756  0.9342E-01
   44.000  0.2400E+05  0.000   121.0       7.673      0.1928E+053454.302    5.9444   0.9391   0.2760   0.11488  0.1845E-01  0.7679E-02  24.1367   0.2592  0.2053E+05   5322.       0.3534  0.9357E-01

    2.000  0.2450E+05  0.000   273.4       10.13      0.2599E+053526.564    7.7315   0.9531   0.0210   0.00512  0.4002E-01  0.9727E-02  76.2417   0.0201  0.2727E+05   546.8       0.7694  0.1023    
    4.000  0.2450E+05  0.000   267.8       10.08      0.2586E+053526.558    7.6970   0.9529   0.0414   0.01023  0.3919E-01  0.9681E-02  73.5095   0.0395  0.2714E+05   1071.       0.7530  0.1020    
    6.000  0.2450E+05  0.000   262.1       10.03      0.2574E+053526.551    7.6607   0.9526   0.0611   0.01535  0.3835E-01  0.9633E-02  70.8092   0.0582  0.2702E+05   1572.       0.7364  0.1017    
    8.000  0.2450E+05  0.000   256.2       9.979      0.2560E+053526.544    7.6226   0.9524   0.0801   0.02046  0.3750E-01  0.9583E-02  68.1416   0.0763  0.2688E+05   2050.       0.7196  0.1014    
   10.000  0.2450E+05  0.000   250.3       9.924      0.2546E+053526.537    7.5827   0.9522   0.0983   0.02558  0.3664E-01  0.9530E-02  65.5073   0.0936  0.2674E+05   2503.       0.7025  0.1011    
   12.000  0.2450E+05  0.000   244.3       9.866      0.2531E+053526.530    7.5408   0.9519   0.1158   0.03069  0.3576E-01  0.9475E-02  62.9070   0.1103  0.2659E+05   2932.       0.6852  0.1009    
   14.000  0.2450E+05  0.000   238.2       9.806      0.2516E+053526.522    7.4969   0.9516   0.1326   0.03581  0.3487E-01  0.9417E-02  60.3412   0.1262  0.2644E+05   3335.       0.6677  0.1006    
   16.000  0.2450E+05  0.000   232.0       9.743      0.2500E+053526.514    7.4510   0.9513   0.1485   0.04092  0.3396E-01  0.9357E-02  57.8105   0.1413  0.2628E+05   3713.       0.6500  0.1004    
   18.000  0.2450E+05  0.000   225.7       9.677      0.2483E+053526.505    7.4028   0.9510   0.1637   0.04604  0.3304E-01  0.9293E-02  55.3155   0.1556  0.2611E+05   4063.       0.6320  0.1002    
   20.000  0.2450E+05  0.000   219.4       9.608      0.2465E+053526.496    7.3524   0.9507   0.1780   0.05115  0.3210E-01  0.9227E-02  52.8567   0.1692  0.2593E+05   4387.       0.6139  0.1000    
   22.000  0.2450E+05  0.000   212.9       9.522      0.2443E+053526.485    7.2902   0.9503   0.1917   0.05627  0.3116E-01  0.9145E-02  50.4382   0.1822  0.2571E+05   4683.       0.5954  0.9935E-01
   24.000  0.2450E+05  0.000   206.2       9.444      0.2423E+053526.475    7.2334   0.9499   0.2042   0.06138  0.3017E-01  0.9070E-02  48.0356   0.1940  0.2551E+05   4948.       0.5764  0.9925E-01
   26.000  0.2450E+05  0.000   199.3       9.351      0.2399E+053526.463    7.1657   0.9494   0.2160   0.06650  0.2918E-01  0.8980E-02  45.6698   0.2051  0.2527E+05   5183.       0.5570  0.9872E-01
   28.000  0.2450E+05  0.000   192.4       9.248      0.2373E+053526.449    7.0909   0.9489   0.2270   0.07161  0.2816E-01  0.8882E-02  43.3340   0.2154  0.2501E+05   5387.       0.5373  0.9811E-01
   30.000  0.2450E+05  0.000   185.1       9.149      0.2347E+053526.436    7.0184   0.9484   0.2366   0.07673  0.2709E-01  0.8786E-02  41.0073   0.2244  0.2475E+05   5553.       0.5169  0.9805E-01
   32.000  0.2450E+05  0.000   177.7       9.045      0.2321E+053526.423    6.9427   0.9478   0.2451   0.08184  0.2601E-01  0.8686E-02  38.7179   0.2323  0.2448E+05   5688.       0.4964  0.9800E-01
   34.000  0.2450E+05  0.000   170.3       8.936      0.2293E+053526.408    6.8636   0.9472   0.2525   0.08696  0.2492E-01  0.8582E-02  36.4660   0.2392  0.2420E+05   5789.       0.4755  0.9797E-01
   36.000  0.2450E+05  0.000   162.6       8.822      0.2263E+053526.394    6.7809   0.9466   0.2587   0.09207  0.2380E-01  0.8473E-02  34.2518   0.2449  0.2391E+05   5855.       0.4545  0.9797E-01
   38.000  0.2450E+05  0.000   154.9       8.704      0.2233E+053526.378    6.6947   0.9459   0.2636   0.09719  0.2267E-01  0.8359E-02  32.0755   0.2494  0.2361E+05   5887.       0.4332  0.9798E-01
   40.000  0.2450E+05  0.000   147.1       8.580      0.2201E+053526.362    6.6047   0.9452   0.2673   0.10230  0.2153E-01  0.8240E-02  29.9372   0.2526  0.2329E+05   5884.       0.4117  0.9802E-01
   42.000  0.2450E+05  0.000   139.1       8.451      0.2168E+053526.345    6.5109   0.9444   0.2695   0.10742  0.2036E-01  0.8116E-02  27.8370   0.2545  0.2296E+05   5844.       0.3899  0.9808E-01
   44.000  0.2450E+05  0.000   131.1       8.317      0.2134E+053526.328    6.4130   0.9436   0.2703   0.11253  0.1918E-01  0.7987E-02  25.7748   0.2550  0.2261E+05   5767.       0.3679  0.9817E-01

    2.000  0.2500E+05  0.000   288.1       10.85      0.2842E+053598.601    8.2602   0.9560   0.0203   0.00501  0.4050E-01  0.1001E-01  78.3211   0.0194  0.2973E+05   576.3       0.7798  0.1068    
    4.000  0.2500E+05  0.000   282.3       10.80      0.2828E+053598.594    8.2216   0.9558   0.0399   0.01003  0.3968E-01  0.9963E-02  75.5771   0.0382  0.2959E+05   1129.       0.7634  0.1065    
    6.000  0.2500E+05  0.000   276.4       10.75      0.2813E+053598.587    8.1813   0.9556   0.0589   0.01504  0.3884E-01  0.9912E-02  72.8641   0.0563  0.2944E+05   1658.       0.7468  0.1061    
    8.000  0.2500E+05  0.000   270.3       10.69      0.2798E+053598.579    8.1391   0.9554   0.0773   0.02005  0.3800E-01  0.9858E-02  70.1827   0.0738  0.2929E+05   2163.       0.7300  0.1058    
   10.000  0.2500E+05  0.000   264.2       10.63      0.2782E+053598.571    8.0950   0.9551   0.0950   0.02506  0.3714E-01  0.9802E-02  67.5335   0.0907  0.2913E+05   2642.       0.7130  0.1055    
   12.000  0.2500E+05  0.000   258.0       10.56      0.2766E+053598.563    8.0490   0.9549   0.1119   0.03008  0.3626E-01  0.9744E-02  64.9173   0.1069  0.2896E+05   3096.       0.6958  0.1052    
   14.000  0.2500E+05  0.000   251.7       10.50      0.2749E+053598.555    8.0009   0.9546   0.1282   0.03509  0.3537E-01  0.9683E-02  62.3345   0.1224  0.2879E+05   3523.       0.6783  0.1049    
   16.000  0.2500E+05  0.000   245.2       10.43      0.2730E+053598.546    7.9506   0.9543   0.1437   0.04010  0.3447E-01  0.9619E-02  59.7858   0.1371  0.2861E+05   3924.       0.6607  0.1047    
   18.000  0.2500E+05  0.000   238.7       10.36      0.2712E+053598.536    7.8983   0.9540   0.1585   0.04511  0.3356E-01  0.9553E-02  57.2717   0.1512  0.2842E+05   4297.       0.6428  0.1044    
   20.000  0.2500E+05  0.000   232.1       10.28      0.2692E+053598.526    7.8436   0.9537   0.1725   0.05013  0.3263E-01  0.9484E-02  54.7927   0.1645  0.2823E+05   4643.       0.6248  0.1042    
   22.000  0.2500E+05  0.000   225.5       10.19      0.2668E+053598.515    7.7775   0.9533   0.1859   0.05514  0.3169E-01  0.9400E-02  52.3594   0.1772  0.2799E+05   4961.       0.6065  0.1034    
   24.000  0.2500E+05  0.000   218.6       10.11      0.2646E+053598.504    7.7163   0.9530   0.1982   0.06015  0.3072E-01  0.9322E-02  49.9346   0.1889  0.2777E+05   5245.       0.5877  0.1033    
   26.000  0.2500E+05  0.000   211.6       10.01      0.2621E+053598.491    7.6463   0.9526   0.2099   0.06517  0.2974E-01  0.9234E-02  47.5527   0.1999  0.2752E+05   5501.       0.5686  0.1028    
   28.000  0.2500E+05  0.000   204.3       9.918      0.2597E+053598.479    7.5783   0.9521   0.2203   0.07018  0.2872E-01  0.9148E-02  45.1855   0.2098  0.2727E+05   5721.       0.5491  0.1027    
   30.000  0.2500E+05  0.000   197.0       9.809      0.2568E+053598.465    7.4991   0.9516   0.2301   0.07519  0.2769E-01  0.9047E-02  42.8566   0.2190  0.2699E+05   5910.       0.5291  0.1021    
   32.000  0.2500E+05  0.000   189.4       9.705      0.2541E+053598.451    7.4232   0.9512   0.2386   0.08020  0.2663E-01  0.8951E-02  40.5451   0.2269  0.2671E+05   6062.       0.5089  0.1021    
   34.000  0.2500E+05  0.000   181.8       9.596      0.2512E+053598.437    7.3440   0.9506   0.2460   0.08522  0.2555E-01  0.8851E-02  38.2697   0.2338  0.2643E+05   6180.       0.4883  0.1022    
   36.000  0.2500E+05  0.000   174.0       9.482      0.2483E+053598.422    7.2614   0.9501   0.2523   0.09023  0.2445E-01  0.8746E-02  36.0307   0.2397  0.2613E+05   6263.       0.4676  0.1022    
   38.000  0.2500E+05  0.000   166.0       9.364      0.2451E+053598.407    7.1752   0.9495   0.2574   0.09524  0.2334E-01  0.8637E-02  33.8283   0.2444  0.2582E+05   6310.       0.4466  0.1022    
   40.000  0.2500E+05  0.000   158.0       9.241      0.2419E+053598.391    7.0853   0.9489   0.2613   0.10026  0.2221E-01  0.8523E-02  31.6625   0.2479  0.2550E+05   6320.       0.4254  0.1023    
   42.000  0.2500E+05  0.000   149.9       9.112      0.2385E+053598.374    6.9915   0.9482   0.2638   0.10527  0.2106E-01  0.8404E-02  29.5334   0.2502  0.2516E+05   6294.       0.4039  0.1024    
   44.000  0.2500E+05  0.000   141.6       8.978      0.2350E+053598.356    6.8939   0.9475   0.2650   0.11028  0.1990E-01  0.8280E-02  27.4410   0.2511  0.2481E+05   6229.       0.3822  0.1026    

    2.000  0.2550E+05  0.000   303.3       11.60      0.3098E+053670.640    8.8025   0.9587   0.0196   0.00491  0.4098E-01  0.1028E-01  80.4071   0.0188  0.3231E+05   606.6       0.7899  0.1112    
    4.000  0.2550E+05  0.000   297.3       11.55      0.3083E+053670.634    8.7637   0.9585   0.0386   0.00983  0.4016E-01  0.1024E-01  77.6577   0.0370  0.3217E+05   1189.       0.7737  0.1109    
    6.000  0.2550E+05  0.000   291.2       11.49      0.3068E+053670.626    8.7231   0.9583   0.0569   0.01474  0.3934E-01  0.1019E-01  74.9383   0.0546  0.3202E+05   1747.       0.7573  0.1106    
    8.000  0.2550E+05  0.000   285.0       11.43      0.3053E+053670.619    8.6806   0.9581   0.0747   0.01966  0.3850E-01  0.1013E-01  72.2494   0.0715  0.3186E+05   2280.       0.7406  0.1103    
   10.000  0.2550E+05  0.000   278.6       11.37      0.3037E+053670.611    8.6363   0.9579   0.0918   0.02457  0.3765E-01  0.1008E-01  69.5916   0.0879  0.3170E+05   2786.       0.7238  0.1100    
   12.000  0.2550E+05  0.000   272.2       11.31      0.3019E+053670.602    8.5884   0.9577   0.1082   0.02949  0.3678E-01  0.1002E-01  66.9633   0.1036  0.3152E+05   3267.       0.7067  0.1098    
   14.000  0.2550E+05  0.000   265.7       11.23      0.3000E+053670.593    8.5360   0.9574   0.1240   0.03440  0.3589E-01  0.9959E-02  64.3634   0.1187  0.3133E+05   3720.       0.6893  0.1094    
   16.000  0.2550E+05  0.000   259.0       11.16      0.2980E+053670.583    8.4815   0.9572   0.1391   0.03932  0.3500E-01  0.9892E-02  61.7965   0.1331  0.3113E+05   4145.       0.6718  0.1091    
   18.000  0.2550E+05  0.000   252.3       11.08      0.2959E+053670.573    8.4247   0.9569   0.1535   0.04423  0.3409E-01  0.9823E-02  59.2631   0.1469  0.3092E+05   4542.       0.6540  0.1088    
   20.000  0.2550E+05  0.000   245.5       11.00      0.2937E+053670.562    8.3657   0.9566   0.1671   0.04914  0.3316E-01  0.9751E-02  56.7638   0.1599  0.3071E+05   4910.       0.6360  0.1086    
   22.000  0.2550E+05  0.000   238.7       10.90      0.2912E+053670.550    8.2956   0.9562   0.1803   0.05406  0.3224E-01  0.9666E-02  54.3156   0.1724  0.3045E+05   5250.       0.6179  0.1078    
   24.000  0.2550E+05  0.000   231.5       10.81      0.2888E+053670.538    8.2300   0.9559   0.1924   0.05897  0.3128E-01  0.9586E-02  51.8687   0.1839  0.3021E+05   5556.       0.5992  0.1076    
   26.000  0.2550E+05  0.000   224.3       10.71      0.2860E+053670.525    8.1559   0.9555   0.2039   0.06389  0.3031E-01  0.9496E-02  49.4685   0.1948  0.2994E+05   5833.       0.5803  0.1070    
   28.000  0.2550E+05  0.000   216.9       10.61      0.2834E+053670.512    8.0834   0.9551   0.2143   0.06880  0.2930E-01  0.9408E-02  47.0772   0.2047  0.2967E+05   6072.       0.5609  0.1068    
   30.000  0.2550E+05  0.000   209.4       10.50      0.2803E+053670.497    8.0003   0.9546   0.2241   0.07372  0.2829E-01  0.9306E-02  44.7301   0.2139  0.2937E+05   6281.       0.5413  0.1062    
   32.000  0.2550E+05  0.000   201.6       10.39      0.2774E+053670.482    7.9200   0.9542   0.2325   0.07863  0.2723E-01  0.9209E-02  42.3926   0.2219  0.2907E+05   6450.       0.5212  0.1062    
   34.000  0.2550E+05  0.000   193.7       10.27      0.2743E+053670.468    7.8363   0.9537   0.2400   0.08355  0.2616E-01  0.9107E-02  40.0903   0.2289  0.2876E+05   6585.       0.5009  0.1061    
   36.000  0.2550E+05  0.000   185.6       10.15      0.2711E+053670.452    7.7493   0.9532   0.2465   0.08846  0.2508E-01  0.9001E-02  37.8235   0.2350  0.2844E+05   6683.       0.4803  0.1061    
   38.000  0.2550E+05  0.000   177.5       10.03      0.2678E+053670.436    7.6586   0.9526   0.2519   0.09337  0.2398E-01  0.8890E-02  35.5923   0.2400  0.2811E+05   6745.       0.4595  0.1061    
   40.000  0.2550E+05  0.000   169.3       9.899      0.2643E+053670.419    7.5644   0.9521   0.2561   0.09829  0.2287E-01  0.8775E-02  33.3969   0.2438  0.2776E+05   6770.       0.4385  0.1061    
   42.000  0.2550E+05  0.000   160.9       9.764      0.2607E+053670.401    7.4663   0.9514   0.2591   0.10320  0.2174E-01  0.8656E-02  31.2374   0.2466  0.2740E+05   6757.       0.4173  0.1062    
   44.000  0.2550E+05  0.000   152.4       9.624      0.2570E+053670.383    7.3643   0.9508   0.2609   0.10812  0.2059E-01  0.8532E-02  29.1138   0.2481  0.2703E+05   6705.       0.3959  0.1062    

    2.000  0.2600E+05  0.000   318.6       12.33      0.3356E+053742.678    9.3316   0.9610   0.0190   0.00482  0.4140E-01  0.1051E-01  82.4546   0.0182  0.3493E+05   637.2       0.7990  0.1149    
    4.000  0.2600E+05  0.000   312.3       12.27      0.3340E+053742.670    9.2884   0.9608   0.0374   0.00964  0.4059E-01  0.1046E-01  79.6942   0.0359  0.3476E+05   1249.       0.7828  0.1145    
    6.000  0.2600E+05  0.000   306.0       12.21      0.3323E+053742.662    9.2435   0.9606   0.0552   0.01446  0.3977E-01  0.1041E-01  76.9629   0.0531  0.3460E+05   1836.       0.7664  0.1142    
    8.000  0.2600E+05  0.000   299.6       12.14      0.3306E+053742.653    9.1967   0.9604   0.0725   0.01928  0.3893E-01  0.1035E-01  74.2612   0.0696  0.3442E+05   2397.       0.7498  0.1139    
   10.000  0.2600E+05  0.000   293.0       12.07      0.3288E+053742.645    9.1480   0.9602   0.0891   0.02410  0.3808E-01  0.1030E-01  71.5898   0.0856  0.3424E+05   2930.       0.7330  0.1135    
   12.000  0.2600E+05  0.000   286.4       12.01      0.3269E+053742.636    9.0973   0.9600   0.1052   0.02892  0.3722E-01  0.1024E-01  68.9492   0.1009  0.3405E+05   3437.       0.7160  0.1132    
   14.000  0.2600E+05  0.000   279.7       11.93      0.3249E+053742.626    9.0445   0.9598   0.1205   0.03374  0.3635E-01  0.1018E-01  66.3399   0.1157  0.3385E+05   3916.       0.6989  0.1130    
   16.000  0.2600E+05  0.000   272.9       11.86      0.3228E+053742.616    8.9896   0.9595   0.1352   0.03856  0.3546E-01  0.1011E-01  63.7625   0.1298  0.3364E+05   4366.       0.6815  0.1127    
   18.000  0.2600E+05  0.000   266.0       11.78      0.3207E+053742.606    8.9325   0.9593   0.1493   0.04338  0.3457E-01  0.1004E-01  61.2175   0.1432  0.3343E+05   4788.       0.6639  0.1124    
   20.000  0.2600E+05  0.000   259.0       11.70      0.3185E+053742.596    8.8731   0.9590   0.1626   0.04820  0.3365E-01  0.9974E-02  58.7054   0.1560  0.3321E+05   5179.       0.6462  0.1122    
   22.000  0.2600E+05  0.000   251.9       11.61      0.3162E+053742.584    8.8114   0.9587   0.1753   0.05302  0.3273E-01  0.9902E-02  56.2266   0.1680  0.3298E+05   5541.       0.6282  0.1120    
   24.000  0.2600E+05  0.000   244.7       11.51      0.3134E+053742.571    8.7373   0.9584   0.1874   0.05784  0.3180E-01  0.9815E-02  53.7881   0.1796  0.3270E+05   5872.       0.6100  0.1113    
   26.000  0.2600E+05  0.000   237.2       11.42      0.3108E+053742.559    8.6687   0.9581   0.1984   0.06266  0.3083E-01  0.9735E-02  51.3597   0.1901  0.3244E+05   6168.       0.5913  0.1111    
   28.000  0.2600E+05  0.000   229.7       11.31      0.3079E+053742.545    8.5906   0.9577   0.2089   0.06748  0.2985E-01  0.9643E-02  48.9684   0.2001  0.3215E+05   6432.       0.5723  0.1106    
   30.000  0.2600E+05  0.000   222.1       11.20      0.3048E+053742.530    8.5078   0.9573   0.2186   0.07230  0.2886E-01  0.9546E-02  46.6098   0.2092  0.3184E+05   6662.       0.5531  0.1100    
   32.000  0.2600E+05  0.000   214.1       11.08      0.3018E+053742.516    8.4273   0.9569   0.2270   0.07712  0.2782E-01  0.9452E-02  44.2528   0.2172  0.3154E+05   6851.       0.5333  0.1100    
   34.000  0.2600E+05  0.000   206.0       10.97      0.2987E+053742.501    8.3435   0.9565   0.2345   0.08194  0.2677E-01  0.9354E-02  41.9297   0.2243  0.3123E+05   7004.       0.5132  0.1100    
   36.000  0.2600E+05  0.000   197.8       10.85      0.2954E+053742.485    8.2564   0.9560   0.2410   0.08676  0.2570E-01  0.9252E-02  39.6408   0.2304  0.3090E+05   7120.       0.4929  0.1100    
   38.000  0.2600E+05  0.000   189.5       10.73      0.2920E+053742.469    8.1657   0.9555   0.2465   0.09158  0.2462E-01  0.9146E-02  37.3863   0.2356  0.3056E+05   7199.       0.4724  0.1101    
   40.000  0.2600E+05  0.000   181.0       10.60      0.2885E+053742.452    8.0714   0.9550   0.2510   0.09640  0.2352E-01  0.9035E-02  35.1662   0.2397  0.3021E+05   7240.       0.4517  0.1101    
   42.000  0.2600E+05  0.000   172.4       10.46      0.2848E+053742.434    7.9718   0.9545   0.2543   0.10122  0.2241E-01  0.8918E-02  32.9793   0.2427  0.2983E+05   7241.       0.4308  0.1102    
   44.000  0.2600E+05  0.000   163.7       10.31      0.2808E+053742.415    7.8654   0.9539   0.2565   0.10604  0.2127E-01  0.8794E-02  30.8244   0.2447  0.2944E+05   7202.       0.4095  0.1102    

    2.000  0.2650E+05  0.000   334.6       13.11      0.3637E+053814.721    9.8981   0.9632   0.0184   0.00473  0.4186E-01  0.1076E-01  84.5467   0.0177  0.3776E+05   669.2       0.8087  0.1188    
    4.000  0.2650E+05  0.000   328.1       13.04      0.3619E+053814.713    9.8526   0.9630   0.0363   0.00946  0.4105E-01  0.1071E-01  81.7784   0.0349  0.3758E+05   1312.       0.7925  0.1185    
    6.000  0.2650E+05  0.000   321.6       12.98      0.3601E+053814.704    9.8033   0.9628   0.0536   0.01419  0.4023E-01  0.1065E-01  79.0349   0.0516  0.3740E+05   1929.       0.7762  0.1181    
    8.000  0.2650E+05  0.000   314.9       12.90      0.3581E+053814.695    9.7521   0.9626   0.0703   0.01892  0.3939E-01  0.1059E-01  76.3203   0.0677  0.3720E+05   2519.       0.7596  0.1178    
   10.000  0.2650E+05  0.000   308.1       12.83      0.3561E+053814.686    9.6990   0.9624   0.0865   0.02365  0.3855E-01  0.1053E-01  73.6350   0.0833  0.3700E+05   3081.       0.7429  0.1174    
   12.000  0.2650E+05  0.000   301.3       12.76      0.3540E+053814.676    9.6438   0.9622   0.1021   0.02837  0.3769E-01  0.1047E-01  70.9795   0.0983  0.3679E+05   3616.       0.7260  0.1171    
   14.000  0.2650E+05  0.000   294.4       12.68      0.3518E+053814.666    9.5865   0.9620   0.1171   0.03310  0.3682E-01  0.1041E-01  68.3545   0.1127  0.3657E+05   4121.       0.7089  0.1167    
   16.000  0.2650E+05  0.000   287.3       12.60      0.3495E+053814.655    9.5271   0.9618   0.1315   0.03783  0.3594E-01  0.1034E-01  65.7605   0.1265  0.3634E+05   4597.       0.6916  0.1164    
   18.000  0.2650E+05  0.000   280.2       12.51      0.3472E+053814.644    9.4654   0.9615   0.1453   0.04256  0.3505E-01  0.1027E-01  63.1979   0.1397  0.3611E+05   5043.       0.6741  0.1161    
   20.000  0.2650E+05  0.000   272.9       12.42      0.3447E+053814.633    9.4014   0.9613   0.1583   0.04729  0.3414E-01  0.1020E-01  60.6672   0.1522  0.3586E+05   5459.       0.6564  0.1158    
   22.000  0.2650E+05  0.000   265.6       12.33      0.3422E+053814.621    9.3351   0.9610   0.1707   0.05202  0.3323E-01  0.1012E-01  58.1689   0.1641  0.3561E+05   5843.       0.6385  0.1156    
   24.000  0.2650E+05  0.000   258.3       12.22      0.3392E+053814.607    9.2570   0.9607   0.1827   0.05675  0.3231E-01  0.1003E-01  55.7169   0.1755  0.3531E+05   6198.       0.6205  0.1148    
   26.000  0.2650E+05  0.000   250.6       12.12      0.3364E+053814.594    9.1838   0.9604   0.1937   0.06148  0.3135E-01  0.9952E-02  53.2673   0.1860  0.3503E+05   6516.       0.6020  0.1146    
   28.000  0.2650E+05  0.000   242.9       12.01      0.3333E+053814.579    9.1013   0.9600   0.2040   0.06621  0.3039E-01  0.9859E-02  50.8593   0.1959  0.3472E+05   6801.       0.5833  0.1140    
   30.000  0.2650E+05  0.000   234.9       11.90      0.3302E+053814.564    9.0210   0.9597   0.2134   0.07094  0.2939E-01  0.9768E-02  48.4619   0.2048  0.3441E+05   7047.       0.5641  0.1139    
   32.000  0.2650E+05  0.000   226.9       11.77      0.3267E+053814.548    8.9293   0.9593   0.2222   0.07566  0.2838E-01  0.9665E-02  46.1045   0.2131  0.3406E+05   7260.       0.5446  0.1133    
